KOI,disposition,period,ntransits,ncontams,nmadfailed,nexcluded,orig_nmoons,orig_frac_wmoons,nmoons_agth,frac_wmoons_agth,agth,median_agreement,fp_nexcluded,fp_median_agreement,FP_rate
KOI-788.01,CONFIRMED,26.39432897,39,0,0,0,3,0.076923077,0,0,0.95,0.625,0,0.5,0
KOI-790.01,CONFIRMED,8.47237911,110,24,1,0,3,0.027272727,0,0,0.95,0.5,0,0.375,0
KOI-790.02,CONFIRMED,60.4189369,18,18,1,0,2,0.111111111,0,0,0.95,0.428104575,0,0.428104575,0
KOI-791.01,CONFIRMED,12.61190435,79,0,33,0,55,0.696202532,28,0.35443038,0.95,1,0,0.333333333,0.036144578
KOI-795.01,CONFIRMED,6.770300385,149,0,0,0,1,0.006711409,0,0,0.95,0.6,0,0.5,0
KOI-797.01,CANDIDATE,10.181584,96,0,4,0,50,0.520833333,3,0.03125,0.95,0.636029412,0,0.5,0.005102041
KOI-800.02,CONFIRMED,7.21203748,108,108,0,0,7,0.064814815,0,0,0.95,0.54248366,0,0.333333333,0
KOI-802.01,CANDIDATE,19.62034692,38,0,0,0,12,0.315789474,0,0,0.95,0.679166667,0,0.5,0.114754098
KOI-804.01,CANDIDATE,9.02930689,112,0,0,0,6,0.053571429,0,0,0.95,0.590277778,0,0.375,0
KOI-806.01,CONFIRMED,143.2063047,5,4,0,0,2,0.4,1,0.2,0.95,1,0,0.375,0.01980198
KOI-806.02,CONFIRMED,60.32494216,21,5,5,0,16,0.761904762,14,0.666666667,0.95,1,0,0.333333333,0.04
KOI-806.03,CONFIRMED,29.1598615,36,7,6,0,17,0.472222222,1,0.027777778,0.95,0.411764706,0,0.294117647,0
KOI-811.01,CONFIRMED,20.50588921,49,0,11,0,19,0.387755102,1,0.020408163,0.95,0.733333333,0,0.5,0.025974026
KOI-812.02,CONFIRMED,20.06036336,52,52,0,0,5,0.096153846,0,0,0.95,0.590277778,0,0.483333333,0
KOI-812.03,CONFIRMED,46.1842039,18,18,0,0,3,0.166666667,0,0,0.95,0.464285714,0,0.411764706,0
KOI-812.04,CONFIRMED,7.82502168,136,135,0,0,5,0.036764706,1,0.007352941,0.95,0.411764706,0,0.529411765,0
KOI-814.01,CONFIRMED,22.36646466,32,0,0,0,2,0.0625,0,0,0.95,0.636029412,0,0.529411765,0
KOI-815.01,CANDIDATE,34.84398644,27,0,0,0,9,0.333333333,1,0.037037037,0.95,0.75,0,0.5,0.009345794
KOI-816.01,CONFIRMED,7.748094239,101,0,0,0,33,0.326732673,1,0.00990099,0.95,0.733333333,0,0.294117647,0.01
KOI-817.01,CONFIRMED,23.96793669,25,25,1,0,2,0.08,0,0,0.95,0.529411765,0,0.411764706,0
KOI-817.02,CONFIRMED,8.29561738,74,29,5,0,10,0.135135135,0,0,0.95,0.411764706,0,0.411764706,0
KOI-818.01,CONFIRMED,8.11437482,124,0,0,0,12,0.096774194,0,0,0.95,0.5,0,0.411764706,0
KOI-821.01,CONFIRMED,21.81295996,31,0,0,0,3,0.096774194,0,0,0.95,0.625,0,0.411764706,0
KOI-824.01,CONFIRMED,15.37562369,34,0,0,0,14,0.411764706,4,0.117647059,0.95,0.9375,0,0.647058824,0.081967213
KOI-825.01,CONFIRMED,8.10363271,69,69,0,0,5,0.072463768,0,0,0.95,0.5,0,0.411764706,0
KOI-826.01,CONFIRMED,6.365839713,136,0,0,0,7,0.051470588,0,0,0.95,0.625,0,0.411764706,0
KOI-829.01,CONFIRMED,18.64932728,57,57,0,0,8,0.140350877,0,0,0.95,0.647058824,0,0.375,0
KOI-829.02,CONFIRMED,9.75192101,105,71,0,0,3,0.028571429,0,0,0.95,0.571428571,0,0.5,0
KOI-829.03,CONFIRMED,38.5576546,27,26,0,0,5,0.185185185,0,0,0.95,0.764705882,0,0.5,0
KOI-834.01,CONFIRMED,23.65369415,47,47,0,0,34,0.723404255,21,0.446808511,0.95,1,0,0.444444444,0.053846154
KOI-834.02,CONFIRMED,13.23352214,79,79,0,0,11,0.139240506,0,0,0.95,0.6,0,0.354166667,0
KOI-834.03,CONFIRMED,6.15560285,167,167,0,0,7,0.041916168,0,0,0.95,0.5,0,0.375,0
KOI-834.05,CONFIRMED,50.4467417,20,20,0,0,0,0,0,0,0.95,0.577205882,0,0.466666667,0
KOI-835.01,CONFIRMED,11.76307164,60,16,0,0,3,0.05,0,0,0.95,0.625,0,0.375,0
KOI-835.02,CONFIRMED,56.2279271,14,14,0,0,0,0,0,0,0.95,0.757352941,0,0.5,0
KOI-837.01,CONFIRMED,7.953547,120,120,0,0,14,0.116666667,0,0,0.95,0.466666667,0,0.333333333,0
KOI-841.01,CONFIRMED,15.33528675,69,69,6,0,20,0.289855072,2,0.028985507,0.95,0.666666667,0,0.294117647,0.007246377
KOI-841.02,CONFIRMED,31.33046135,34,34,3,0,25,0.735294118,10,0.294117647,0.95,0.888888889,0,0.333333333,0.007092199
KOI-841.03,CANDIDATE,6.54626149,159,133,13,0,26,0.163522013,1,0.006289308,0.95,0.333333333,0,0.333333333,0
KOI-841.04,CANDIDATE,269.306232,3,3,0,0,2,0.666666667,0,0,0.95,0.5,0,0.333333333,0.03539823
KOI-841.05,CANDIDATE,499.47338,3,3,0,0,0,0,0,0,0.95,0.058823529,0,0.333333333,0.018518519
KOI-842.01,CONFIRMED,12.71809866,72,22,0,0,6,0.083333333,0,0,0.95,0.625,0,0.375,0
KOI-842.02,CONFIRMED,36.06588163,29,24,0,0,11,0.379310345,0,0,0.95,0.625,0,0.411764706,0
KOI-845.01,CONFIRMED,16.3297527,54,0,0,0,17,0.314814815,0,0,0.95,0.529411765,0,0.5,0
KOI-846.01,CONFIRMED,27.80756622,34,0,0,0,25,0.735294118,12,0.352941176,0.95,1,0,0.5,0.055045872
KOI-847.01,CONFIRMED,80.8723469,11,0,0,0,8,0.727272727,5,0.454545455,0.95,1,0,0.5,0.024193548
KOI-849.01,CONFIRMED,10.35533116,97,0,2,0,19,0.195876289,0,0,0.95,0.5,0,0.333333333,0.010309278
KOI-850.01,CONFIRMED,10.52629458,91,0,0,0,42,0.461538462,6,0.065934066,0.95,0.866666667,0,0.647058824,0.17989418
KOI-853.01,CONFIRMED,8.20396958,124,86,14,0,29,0.233870968,0,0,0.95,0.444444444,0,0.375,0.007751938
KOI-853.02,CONFIRMED,14.49645186,69,67,7,0,23,0.333333333,1,0.014492754,0.95,0.333333333,0,0.294117647,0
KOI-854.01,CONFIRMED,56.0560754,14,0,2,0,5,0.357142857,0,0,0.95,0.60130719,0,0.411764706,0
KOI-855.01,CONFIRMED,41.40831669,24,0,0,0,12,0.5,11,0.458333333,0.95,1,0,0.625,0.016666667
KOI-856.01,CANDIDATE,39.74893077,23,0,0,0,15,0.652173913,3,0.130434783,0.95,0.888888889,0,0.5,0
KOI-857.01,CONFIRMED,5.715425977,133,133,5,0,21,0.157894737,0,0,0.95,0.444444444,0,0.294117647,0.007936508
KOI-857.02,CONFIRMED,20.0261412,40,39,1,0,6,0.15,0,0,0.95,0.455882353,0,0.294117647,0.009259259
KOI-858.01,CANDIDATE,13.61014819,51,0,5,0,24,0.470588235,2,0.039215686,0.95,0.625,0,0.333333333,0.018181818
KOI-864.02,CONFIRMED,20.0504494,54,54,0,0,4,0.074074074,0,0,0.95,0.625,0,0.411764706,0.006535948
KOI-864.03,CONFIRMED,9.76734503,106,106,0,0,2,0.018867925,0,0,0.95,0.5,0,0.5,0
KOI-865.01,CANDIDATE,119.0207044,9,0,0,0,8,0.888888889,5,0.555555556,0.95,1,0,0.5,0.008849558
KOI-867.01,CONFIRMED,16.08518937,65,0,11,0,28,0.430769231,2,0.030769231,0.95,0.647058824,0,0.333333333,0.007751938
KOI-868.01,CANDIDATE,235.9986399,4,0,0,0,4,1,1,0.25,0.95,0.881944444,0,0.5,0.00862069
KOI-869.01,CONFIRMED,7.49018305,136,136,16,0,26,0.191176471,1,0.007352941,0.95,0.411764706,0,0.294117647,0.00729927
KOI-869.02,CONFIRMED,36.2761238,32,32,3,0,10,0.3125,0,0,0.95,0.625,0,0.294117647,0.018348624
KOI-869.03,CONFIRMED,17.46087931,60,60,6,0,10,0.166666667,0,0,0.95,0.31372549,0,0.333333333,0.008
KOI-870.01,CONFIRMED,5.912273234,172,172,25,0,47,0.273255814,0,0,0.95,0.466666667,0,0.25,0
KOI-870.02,CONFIRMED,8.98581901,117,117,18,0,27,0.230769231,0,0,0.95,0.444444444,0,0.25,0
KOI-871.01,CANDIDATE,12.94066866,78,0,76,0,73,0.935897436,5,0.064102564,0.95,0.567251462,0,0.777777778,0.220125786
KOI-872.01,CONFIRMED,33.60123371,19,19,6,0,13,0.684210526,4,0.210526316,0.95,0.882352941,0,0.31372549,0.028571429
KOI-872.02,CONFIRMED,6.76652928,92,30,17,0,17,0.184782609,1,0.010869565,0.95,0.375,0,0.333333333,0
KOI-874.02,CONFIRMED,11.18719905,83,81,3,0,7,0.084337349,0,0,0.95,0.466666667,0,0.375,0.006024096
KOI-877.01,CONFIRMED,5.95489993,180,180,41,0,69,0.383333333,4,0.022222222,0.95,0.411764706,0,0.25,0.005586592
KOI-877.02,CONFIRMED,12.03987488,86,86,15,0,31,0.360465116,0,0,0.95,0.375,0,0.294117647,0.005586592
KOI-877.03,CONFIRMED,20.83762895,52,51,13,0,18,0.346153846,0,0,0.95,0.236111111,0,0.294117647,0.006329114
KOI-878.01,CONFIRMED,23.58917143,47,0,0,0,11,0.234042553,2,0.042553191,0.95,0.764705882,0,0.529411765,0
KOI-880.01,CONFIRMED,26.44439337,34,34,0,0,13,0.382352941,4,0.117647059,0.95,0.764705882,0,0.466666667,0.047619048
KOI-880.02,CONFIRMED,51.53997972,18,18,0,0,13,0.722222222,7,0.388888889,0.95,1,0,0.5,0.028037383
KOI-880.03,CONFIRMED,5.902245782,160,160,0,0,9,0.05625,0,0,0.95,0.5,0,0.333333333,0
KOI-881.01,CONFIRMED,21.02250608,52,3,0,0,17,0.326923077,0,0,0.95,0.625,0,0.375,0.01369863
KOI-881.02,CONFIRMED,226.8904775,6,3,0,0,3,0.5,1,0.166666667,0.95,1,0,0.455555556,0.008474576
KOI-884.01,CONFIRMED,9.439459486,83,83,4,0,43,0.518072289,6,0.072289157,0.95,0.647058824,0,0.578947368,0.070588235
KOI-884.02,CONFIRMED,20.47748843,40,40,3,0,25,0.625,4,0.1,0.95,0.75,0,0.333333333,0.008196721
KOI-886.01,CONFIRMED,8.01078456,77,70,2,0,9,0.116883117,0,0,0.95,0.411764706,0,0.334558824,0.0125
KOI-886.02,CONFIRMED,12.07134205,53,52,2,0,5,0.094339623,0,0,0.95,0.375,0,0.411764706,0
KOI-886.03,CONFIRMED,20.99587872,27,27,1,0,2,0.074074074,0,0,0.95,0.5,0,0.375,0
KOI-887.01,CONFIRMED,7.41113177,133,0,0,0,4,0.030075188,0,0,0.95,0.555555556,0,0.5,0
KOI-889.01,CONFIRMED,8.884922995,53,0,30,0,25,0.471698113,2,0.037735849,0.95,0.555555556,0,0.473684211,0.175438596
KOI-890.01,CONFIRMED,8.09888906,120,0,0,0,67,0.558333333,30,0.25,0.95,0.944444444,0,0.6,0.176923077
KOI-891.01,CONFIRMED,10.00653012,98,0,0,0,21,0.214285714,2,0.020408163,0.95,0.741666667,0,0.5,0
KOI-892.01,CONFIRMED,10.37168928,88,88,7,0,12,0.136363636,0,0,0.95,0.529411765,0,0.25,0
KOI-896.01,CONFIRMED,16.23947096,55,55,7,0,29,0.527272727,3,0.054545455,0.95,0.789473684,0,0.25,0.028571429
KOI-896.02,CONFIRMED,6.308201629,130,105,14,0,33,0.253846154,2,0.015384615,0.95,0.529411765,0,0.333333333,0.007462687
KOI-896.03,CANDIDATE,28.8672107,34,33,4,0,5,0.147058824,0,0,0.95,0.455555556,0,0.455555556,0
KOI-898.01,CONFIRMED,9.7704486,107,107,0,0,12,0.112149533,0,0,0.95,0.578947368,0,0.375,0
KOI-898.02,CONFIRMED,5.169804269,193,193,0,0,12,0.062176166,0,0,0.95,0.5,0,0.411764706,0
KOI-898.03,CONFIRMED,20.09017037,54,53,0,0,11,0.203703704,0,0,0.95,0.625,0,0.411764706,0
KOI-899.01,CONFIRMED,7.11373257,137,137,8,0,20,0.145985401,0,0,0.95,0.375,0,0.371710526,0
KOI-899.03,CONFIRMED,15.36845737,65,65,2,0,10,0.153846154,1,0.015384615,0.95,0.375,0,0.354166667,0
KOI-900.01,CANDIDATE,13.81020318,67,0,0,0,8,0.119402985,0,0,0.95,0.625,0,0.333333333,0
KOI-901.01,CANDIDATE,12.73262407,79,0,0,0,16,0.202531646,1,0.012658228,0.95,0.733333333,0,0.564705882,0
KOI-902.01,CANDIDATE,83.92494032,9,0,0,0,6,0.666666667,5,0.555555556,0.95,1,0,0.483333333,0
KOI-903.01,CONFIRMED,5.007316661,138,138,0,0,79,0.572463768,2,0.014492754,0.95,0.777777778,0,0.5,0.028368794
KOI-904.02,CONFIRMED,27.9541337,34,34,1,0,7,0.205882353,1,0.029411765,0.95,0.354166667,0,0.25,0
KOI-904.03,CONFIRMED,42.1406089,25,25,1,0,5,0.2,0,0,0.95,0.647058824,0,0.25,0
KOI-904.05,CONFIRMED,10.19849255,101,101,3,0,18,0.178217822,0,0,0.95,0.375,0,0.294117647,0
KOI-906.01,CONFIRMED,7.15681552,112,112,0,0,5,0.044642857,0,0,0.95,0.5,0,0.375,0
KOI-906.02,CONFIRMED,17.64830851,47,47,0,0,1,0.021276596,0,0,0.95,0.529411765,0,0.5,0
KOI-907.01,CONFIRMED,16.51410989,57,57,0,0,13,0.228070175,0,0,0.95,0.555555556,0,0.375,0
KOI-907.02,CONFIRMED,30.1329298,34,34,0,0,12,0.352941176,0,0,0.95,0.656862745,0,0.5,0
KOI-907.04,CONFIRMED,99.6415962,10,10,0,0,1,0.1,0,0,0.95,0.583333333,0,0.5,0
KOI-910.01,CONFIRMED,5.392026903,191,191,0,0,10,0.052356021,0,0,0.95,0.625,0,0.411764706,0
KOI-911.02,CONFIRMED,105.145959,8,8,0,0,0,0,0,0,0.95,0.5625,0,0.5,0
KOI-912.01,CONFIRMED,10.8484518,95,93,27,0,49,0.515789474,5,0.052631579,0.95,0.5,0,0.333333333,0.015463918
KOI-912.02,CONFIRMED,6.66833241,157,150,43,0,69,0.439490446,0,0,0.95,0.294117647,0,0.222222222,0.006493506
KOI-918.01,CONFIRMED,39.6431552,23,23,9,0,16,0.695652174,11,0.47826087,0.95,1,0,0.333333333,0.060606061
KOI-920.01,CONFIRMED,21.80451611,51,0,0,0,8,0.156862745,1,0.019607843,0.95,0.733333333,0,0.5,0
KOI-921.01,CONFIRMED,10.28194593,105,105,0,0,10,0.095238095,0,0,0.95,0.625,0,0.375,0.004926108
KOI-921.02,CONFIRMED,18.11993039,56,56,0,0,14,0.25,2,0.035714286,0.95,0.647058824,0,0.473684211,0
KOI-922.01,CONFIRMED,5.15448142,197,197,11,0,16,0.081218274,0,0,0.95,0.5,0,0.411764706,0
KOI-923.01,CONFIRMED,5.743469797,160,160,0,0,10,0.0625,0,0,0.95,0.647058824,0,0.333333333,0
KOI-924.01,CANDIDATE,39.4759093,22,0,0,0,0,0,0,0,0.95,0.647058824,0,0.529411765,0
KOI-929.01,CONFIRMED,6.491682808,146,146,0,0,89,0.609589041,48,0.328767123,0.95,1,0,0.625,0.082191781
KOI-934.01,CONFIRMED,5.826657508,152,152,0,0,17,0.111842105,1,0.006578947,0.95,0.625,0,0.294117647,0.006493506
KOI-934.02,CONFIRMED,12.41216347,70,69,0,0,3,0.042857143,0,0,0.95,0.444444444,0,0.411764706,0
KOI-934.03,CONFIRMED,18.74649011,48,48,0,0,2,0.041666667,0,0,0.95,0.428104575,0,0.411764706,0
KOI-935.01,CONFIRMED,20.86021229,46,45,0,0,24,0.52173913,8,0.173913043,0.95,1,0,0.5,0.060402685
KOI-935.02,CONFIRMED,42.63427848,22,22,0,0,13,0.590909091,3,0.136363636,0.95,0.764705882,0,0.439215686,0.016666667
KOI-935.03,CONFIRMED,87.6476068,11,11,0,0,5,0.454545455,1,0.090909091,0.95,0.647058824,0,0.5,0.008849558
KOI-935.04,CANDIDATE,9.61731426,108,70,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-936.01,CONFIRMED,9.467821474,110,110,5,0,36,0.327272727,3,0.027272727,0.95,0.647058824,0,0.333333333,0
KOI-937.01,CONFIRMED,20.83426731,50,0,0,0,6,0.12,0,0,0.95,0.647058824,0,0.5,0
KOI-938.01,CONFIRMED,9.94602357,104,104,0,0,4,0.038461538,0,0,0.95,0.625,0,0.294117647,0
KOI-938.03,CONFIRMED,5.71462396,182,182,0,0,1,0.005494505,0,0,0.95,0.5,0,0.455555556,0
KOI-939.02,CONFIRMED,5.83909761,140,140,2,0,11,0.078571429,0,0,0.95,0.411764706,0,0.333333333,0
KOI-939.04,CONFIRMED,10.6816951,75,75,2,0,9,0.12,0,0,0.95,0.411764706,0,0.411764706,0
KOI-940.01,CONFIRMED,6.104849417,130,0,0,0,69,0.530769231,27,0.207692308,0.95,0.888888889,0,0.529411765,0.0703125
KOI-941.01,CONFIRMED,6.581477136,120,120,12,0,51,0.425,4,0.033333333,0.95,0.567251462,0,0.54248366,0.06557377
KOI-941.03,CONFIRMED,24.66461416,35,35,3,0,10,0.285714286,0,0,0.95,0.5,0,0.375,0.029411765
KOI-942.01,CONFIRMED,11.51517167,92,0,0,0,10,0.108695652,0,0,0.95,0.5,0,0.294117647,0
KOI-945.01,CANDIDATE,25.8474958,28,9,0,0,7,0.25,0,0,0.95,0.354166667,0,0.25,0
KOI-945.02,CANDIDATE,40.715561,17,9,0,0,8,0.470588235,1,0.058823529,0.95,0.529411765,0,0.222222222,0
KOI-945.03,CANDIDATE,66.789347,10,5,0,0,1,0.1,0,0,0.95,0.352941176,0,0.333333333,0.011494253
KOI-947.01,CONFIRMED,28.59914031,29,0,2,0,14,0.482758621,1,0.034482759,0.95,0.466666667,0,0.486842105,0
KOI-948.01,CONFIRMED,24.58716355,43,0,0,0,2,0.046511628,0,0,0.95,0.647058824,0,0.5,0
KOI-949.01,CONFIRMED,12.53248222,53,0,0,0,6,0.113207547,0,0,0.95,0.75,0,0.5,0
KOI-951.01,CONFIRMED,13.19720694,76,23,5,0,37,0.486842105,4,0.052631579,0.95,0.757352941,0,0.368421053,0.019354839
KOI-951.02,CONFIRMED,33.6528474,31,25,0,0,5,0.161290323,0,0,0.95,0.733333333,0,0.428104575,0.008333333
KOI-952.01,CONFIRMED,5.90127815,138,138,10,0,20,0.144927536,0,0,0.95,0.428104575,0,0.294117647,0.007092199
KOI-952.02,CONFIRMED,8.75209691,91,91,5,0,15,0.164835165,0,0,0.95,0.444444444,0,0.411764706,0
KOI-952.03,CONFIRMED,22.78078241,40,40,2,0,10,0.25,0,0,0.95,0.60130719,0,0.294117647,0.009259259
KOI-954.01,CONFIRMED,8.11528727,126,37,0,0,3,0.023809524,0,0,0.95,0.625,0,0.6,0
KOI-954.02,CONFIRMED,36.9250409,28,27,0,0,6,0.214285714,0,0,0.95,0.749019608,0,0.5,0
KOI-955.01,CONFIRMED,7.03902016,144,0,0,0,7,0.048611111,2,0.013888889,0.95,0.636029412,0,0.375,0
KOI-956.01,CONFIRMED,8.360870704,95,0,0,0,21,0.221052632,1,0.010526316,0.95,0.647058824,0,0.333333333,0.030927835
KOI-958.01,CANDIDATE,21.76129812,25,0,25,0,22,0.88,0,0,0.95,0.368421053,0,0.411764706,0.037974684
KOI-972.01,CANDIDATE,13.11896244,32,32,32,0,28,0.875,3,0.09375,0.95,0.647058824,0,0.444444444,0.042253521
KOI-972.02,CANDIDATE,7.82187328,55,45,55,0,35,0.636363636,0,0,0.95,0.294117647,0,0.222222222,0
KOI-974.01,CANDIDATE,53.5057611,4,0,4,0,3,0.75,2,0.5,0.95,0.941176471,0,0.333333333,0.023255814
KOI-986.01,CONFIRMED,8.18739443,88,13,27,0,47,0.534090909,0,0,0.95,0.333333333,0,0.31372549,0
KOI-986.02,CONFIRMED,76.0498163,11,10,3,0,5,0.454545455,0,0,0.95,0.6,0,0.25,0
KOI-988.01,CONFIRMED,10.38122447,66,30,54,0,56,0.848484848,3,0.045454545,0.95,0.444444444,0,0.375,0.013986014
KOI-988.02,CONFIRMED,24.5709023,31,30,25,0,27,0.870967742,0,0,0.95,0.529411765,0,0.333333333,0
KOI-989.03,CANDIDATE,16.15811112,54,54,8,0,21,0.388888889,1,0.018518519,0.95,0.529411765,0,0.294117647,0
KOI-991.01,CONFIRMED,12.06222962,61,0,0,0,1,0.016393443,0,0,0.95,0.529411765,0,0.333333333,0.007633588
KOI-992.01,CONFIRMED,9.93146307,100,100,0,0,1,0.01,0,0,0.95,0.5,0,0.5,0
KOI-993.01,CONFIRMED,21.85362905,31,26,0,0,1,0.032258065,0,0,0.95,0.6,0,0.5,0
KOI-993.02,CONFIRMED,13.0607936,44,23,0,0,0,0,0,0,0.95,0.514705882,0,0.5,0
KOI-993.03,CANDIDATE,86.723653,6,5,0,0,0,0,0,0,0.95,0.121568627,0,0.529411765,0
KOI-999.01,CONFIRMED,16.56806842,46,10,0,0,9,0.195652174,0,0,0.95,0.5,0,0.375,0
KOI-999.02,CONFIRMED,47.3329299,18,14,0,0,3,0.166666667,0,0,0.95,0.375,0,0.294117647,0
KOI-1001.01,CONFIRMED,40.8065333,16,2,3,0,6,0.375,2,0.125,0.95,0.738888889,0,0.333333333,0
KOI-1001.02,CONFIRMED,140.10765,6,1,1,0,4,0.666666667,0,0,0.95,0.555555556,0,0.333333333,0.015873016
KOI-1005.01,CONFIRMED,35.61760233,28,0,1,0,21,0.75,18,0.642857143,0.95,1,0,0.5,0.043859649
KOI-1007.01,CONFIRMED,7.40742502,117,0,0,0,1,0.008547009,0,0,0.95,0.5,0,0.529411765,0
KOI-1014.01,CONFIRMED,17.31711739,61,0,1,0,2,0.032786885,0,0,0.95,0.625,0,0.529411765,0
KOI-1015.01,CONFIRMED,9.42889884,55,55,0,0,6,0.109090909,1,0.018181818,0.95,0.647058824,0,0.294117647,0
KOI-1015.03,CANDIDATE,16.9972894,33,33,0,0,1,0.03030303,0,0,0.95,0.555555556,0,0.5,0
KOI-1022.01,CONFIRMED,18.82744023,39,7,0,0,1,0.025641026,0,0,0.95,0.625,0,0.5,0
KOI-1024.01,CONFIRMED,5.747711909,179,179,56,0,77,0.430167598,2,0.011173184,0.95,0.294117647,0,0.294117647,0.011173184
KOI-1029.01,CANDIDATE,32.3122867,29,0,0,0,3,0.103448276,1,0.034482759,0.95,0.5,0,0.564705882,0
KOI-1030.01,CANDIDATE,9.22961384,109,0,0,0,1,0.009174312,0,0,0.95,0.529411765,0,0.5,0
KOI-1031.01,CONFIRMED,14.5598556,35,0,0,0,1,0.028571429,0,0,0.95,0.411764706,0,0.529411765,0
KOI-1032.01,CANDIDATE,1500.140677,1,0,0,0,1,1,1,1,0.95,1,0,0.333333333,0
KOI-1051.01,CANDIDATE,6.79685353,155,0,0,0,2,0.012903226,0,0,0.95,0.5,0,0.529411765,0
KOI-1052.01,CONFIRMED,17.02902786,35,35,0,0,1,0.028571429,0,0,0.95,0.625,0,0.428104575,0
KOI-1052.02,CONFIRMED,6.84619236,89,66,0,0,1,0.011235955,0,0,0.95,0.5,0,0.529411765,0
KOI-1052.03,CONFIRMED,67.8321638,7,7,0,0,0,0,0,0,0.95,0.529411765,0,0.411764706,0
KOI-1052.04,CONFIRMED,43.1312147,14,14,0,0,0,0,0,0,0.95,0.514705882,0,0.577777778,0
KOI-1053.02,CANDIDATE,46.245164,13,13,0,0,2,0.153846154,1,0.076923077,0.95,0.75,0,0.411764706,0
KOI-1060.01,CONFIRMED,12.10968709,86,86,13,0,43,0.5,2,0.023255814,0.95,0.294117647,0,0.294117647,0.012048193
KOI-1060.03,CONFIRMED,20.4972755,49,49,10,0,25,0.510204082,2,0.040816327,0.95,0.333333333,0,0.294117647,0
KOI-1060.04,CONFIRMED,8.19345065,122,122,12,0,62,0.508196721,1,0.008196721,0.95,0.294117647,0,0.25,0.008264463
KOI-1061.01,CONFIRMED,41.8059544,15,0,0,0,3,0.2,0,0,0.95,0.375,0,0.529411765,0
KOI-1066.01,CANDIDATE,5.714817603,149,149,0,0,73,0.489932886,13,0.087248322,0.95,0.875,0,0.555555556,0.053691275
KOI-1069.01,CONFIRMED,8.70420525,102,102,0,0,17,0.166666667,0,0,0.95,0.647058824,0,0.333333333,0.004807692
KOI-1070.01,CONFIRMED,6.61836309,83,21,0,0,4,0.048192771,0,0,0.95,0.529411765,0,0.5,0
KOI-1070.02,CONFIRMED,107.7214092,7,7,0,0,3,0.428571429,1,0.142857143,0.95,0.882352941,0,0.5,0.014084507
KOI-1070.03,CANDIDATE,92.77779,9,9,0,0,0,0,0,0,0.95,0.625,0,0.5,0
KOI-1072.01,CONFIRMED,10.12805158,81,0,0,0,7,0.086419753,1,0.012345679,0.95,0.411764706,0,0.529411765,0
KOI-1078.02,CONFIRMED,6.877446033,119,119,0,0,5,0.042016807,0,0,0.95,0.411764706,0,0.411764706,0
KOI-1078.03,CONFIRMED,28.46464804,28,28,0,0,5,0.178571429,0,0,0.95,0.411764706,0,0.350877193,0
KOI-1081.01,CANDIDATE,9.95639775,85,0,0,0,3,0.035294118,0,0,0.95,0.6,0,0.529411765,0
KOI-1082.01,CANDIDATE,6.50327035,41,41,0,0,5,0.12195122,0,0,0.95,0.444444444,0,0.375,0
KOI-1082.04,CANDIDATE,9.6550473,31,31,0,0,5,0.161290323,0,0,0.95,0.375,0,0.444444444,0
KOI-1083.01,CONFIRMED,7.33685101,116,116,0,0,5,0.043103448,0,0,0.95,0.514705882,0,0.5,0
KOI-1085.01,CANDIDATE,7.71790675,133,0,4,0,11,0.082706767,0,0,0.95,0.411764706,0,0.466666667,0.007407407
KOI-1086.01,CONFIRMED,27.6652847,35,0,0,0,7,0.2,0,0,0.95,0.647058824,0,0.514705882,0
KOI-1089.01,CONFIRMED,86.67856052,11,9,0,0,4,0.363636364,4,0.363636364,0.95,1,0,0.5,0.012345679
KOI-1089.02,CANDIDATE,12.21828097,64,8,0,0,12,0.1875,1,0.015625,0.95,0.75,0,0.529411765,0.039370079
KOI-1094.01,CONFIRMED,6.10027621,164,0,0,0,6,0.036585366,0,0,0.95,0.5,0,0.455555556,0
KOI-1095.01,CANDIDATE,51.59809554,22,0,0,0,3,0.136363636,0,0,0.95,0.656862745,0,0.529411765,0.015748031
KOI-1096.01,CANDIDATE,1500,1,0,0,0,1,1,0,0,0.95,0.882352941,0,0.529411765,0
KOI-1099.01,CONFIRMED,161.5278347,6,0,0,0,4,0.666666667,1,0.166666667,0.95,0.823529412,0,0.5,0.028037383
KOI-1101.01,CONFIRMED,11.39102358,47,46,0,0,0,0,0,0,0.95,0.5,0,0.5,0
KOI-1101.02,CANDIDATE,11.39110963,47,46,0,0,1,0.021276596,0,0,0.95,0.411764706,0,0.5,0
KOI-1102.01,CONFIRMED,12.33343853,83,83,0,0,12,0.144578313,1,0.012048193,0.95,0.375,0,0.333333333,0
KOI-1102.02,CONFIRMED,8.14515981,129,129,0,0,13,0.100775194,1,0.007751938,0.95,0.411764706,0,0.375,0
KOI-1102.03,CONFIRMED,18.9985279,56,56,0,0,10,0.178571429,0,0,0.95,0.411764706,0,0.333333333,0
KOI-1103.01,CANDIDATE,90.1240507,6,0,2,0,5,0.833333333,4,0.666666667,0.95,1,0,0.294117647,0.010526316
KOI-1106.01,CONFIRMED,7.42608123,145,136,0,0,3,0.020689655,0,0,0.95,0.5,0,0.411764706,0
KOI-1106.02,CONFIRMED,15.9868932,68,67,0,0,1,0.014705882,0,0,0.95,0.5,0,0.5,0
KOI-1106.03,CANDIDATE,13.2298203,79,78,0,0,0,0,0,0,0.95,0.529411765,0,0.5,0
